elevation,slope,aspect,plan_curv,prof_curv,twi,tri,spi,sti,flow_acc,dist_river
0.18342821,0.16154024,0.16289733,-0.067743264,0.8344204,0.26331374,0.5227973,0.0005932745,0.07261504,0.0008544951,0.17258592
0.16953503,0.6299543,0.40201223,0.08053261,0.40124026,0.25168574,0.8127188,0.15695707,0.006523745,0.039086293,-0.30185783
0.65981686,0.2706754,0.20867513,0.2852399,0.049977165,0.37853542,0.7309555,0.16562934,0.012751478,0.009068923,0.21797536
0.094160706,-0.2606995,-0.33503264,0.022572251,-0.16902265,-0.31098166,-0.7192253,-0.32736725,-0.16484383,-0.049807638,0.090592474
0.2508933,0.089366674,0.011681131,0.1516093,-0.019680265,-0.17728803,0.16666447,0.39848977,-0.057532717,-0.2606904,-0.32096404
-0.0066323834,-0.45120212,-0.23419861,-0.22889376,-0.28972784,-0.33036715,-3.1545308,-0.46377808,-0.13048446,-0.041748248,-0.3638673
-0.3697439,0.519283,0.10723567,0.020720018,0.53569776,0.39475903,0.71867305,0.068225466,0.011998008,0.0011201611,0.08774916
-0.30327752,0.18272898,-0.29590234,0.2777415,0.4221403,-0.142458,0.61435777,0.42369524,-0.03250116,-0.190528,-0.013251646
-0.1408795,0.115042575,-0.2055413,0.23944783,-0.089763865,-0.10245327,0.6307242,0.06775232,0.057910077,0.029400002,0.034392755
-1.1557378,0.17581671,0.14907551,0.010882606,-0.29923868,-0.1314954,0.3828345,0.27998084,-0.00999211,-0.04626395,-0.03983706
0.6075099,0.10535871,-0.234884,0.015351657,1.0092961,0.13078594,0.40224504,-0.051363327,0.03438011,0.006482931,-0.47757763
-0.024620682,-0.81862336,0.0057971925,-0.15368441,0.07438257,-0.25526348,-1.2653184,-0.27866802,-0.059218917,-0.05617454,0.11418361
-1.6371027,0.09882973,0.1706718,-0.022990987,-0.027845854,0.18472058,0.07059679,0.014843771,0.040850338,0.033654936,0.4078051
-0.8394412,-0.8797144,0.14274196,-0.3192408,-0.20802002,-0.21738145,-3.6738145,-0.3284039,-0.023174794,-0.009487473,-0.03627951
-0.682385,-0.71899974,0.111708045,0.12896168,-0.15622789,-0.21889952,-2.4800258,-0.33570665,-0.040458977,-0.025847288,-0.120447606
0.096196644,-0.8519287,0.012848125,-0.13570964,-0.3103677,-0.36162475,-4.170864,-0.58003896,-0.020691438,-0.034482963,-0.17180668
0.55166477,-0.27676305,0.2402124,-0.07545715,-0.15792789,-0.30990717,-1.090897,-0.18764156,-0.1234463,-0.0038125573,-0.05197045
0.8797414,0.22103733,-0.0037553539,0.3024601,-0.009066598,0.30701873,0.5755032,-0.042066645,0.028539881,0.0037000673,-0.26698852
0.41179168,-0.8230418,0.11205894,-0.18855128,0.62207764,-0.20973562,-1.1738251,-0.2996168,-0.04056188,-0.058268078,0.049207445
0.4395438,0.37535077,0.13293923,-0.076795116,-0.0820052,-0.18455417,0.63003856,0.3334119,-0.030496921,0.0037934547,-0.0642264
0.2771994,-0.829379,0.014458143,-0.3355592,-0.30345604,-0.38627312,-4.0382333,-0.6570868,-0.11085519,-0.04522605,-0.0001075076
-2.1358685,0.18298443,-0.45215937,-0.1682353,-0.23309709,0.14991954,0.448797,-0.01883538,0.028195232,0.04807149,-0.027512986
-1.1623824,0.80410236,0.31370682,-0.025171928,-0.2577449,0.36142385,0.9594181,0.3392705,-0.006642111,0.075918086,0.012328574
0.43514016,0.108739436,-0.37744763,0.012238487,-0.09698415,0.21115506,0.6468381,0.015885036,0.027095778,0.008693843,0.013501058
0.26188275,-0.75867707,-0.14433789,0.2823697,-0.13106297,-0.27034298,-1.3280916,0.0054119285,-0.029750567,-0.09987498,-0.035649847
-0.38215497,-1.1016562,0.12131566,-0.17864542,-0.28451318,-0.32206994,-3.350148,-0.2465886,-0.01006309,-0.016998744,0.25453073
0.19431034,0.18574649,-0.11556059,0.1601635,0.30538848,0.032813914,0.6181305,0.4407568,-0.025851645,-0.10645038,0.031216295
0.10558083,0.51274693,0.14010245,0.1956077,0.24214517,0.5136736,0.8657367,0.04780541,0.026832007,0.023256611,0.06391374
-0.07502659,0.6285163,0.057167247,-0.24807882,-0.08936488,0.38200665,0.66136146,0.20236182,0.037584517,0.027957305,0.103711806
-1.4721267,0.03410174,0.14624692,-0.07894462,-0.17837057,-0.07963859,-0.40200832,0.17664777,-0.08349974,-0.029383957,-0.088248245
-0.027259383,0.41796452,0.42376202,0.24974427,0.506676,0.0117009375,0.7361331,0.31459206,0.03108537,0.04700371,-0.36535215
0.3855866,0.15295374,-0.10919177,0.18505277,0.51992404,-0.24611738,0.5308424,0.33329564,-0.04562729,-0.06130792,-0.022315873
-0.8505715,-0.7364914,0.09271067,-0.22419383,-0.1472484,-0.13872994,-3.297404,0.5168264,-0.038954716,0.040091597,0.39594415
0.6108839,0.18344784,0.22334006,0.081023544,0.0025455903,0.19608246,-0.3634169,-0.26986635,-0.015082194,0.012299261,0.120854035
0.13937648,-0.3321045,0.24099042,-0.06265062,-0.18575862,-0.32322356,-1.3607836,-0.35327083,-0.13751659,-0.019735709,-0.0911511
-0.048329666,0.13089782,0.19504313,-0.15030952,-0.20285463,0.17062762,-0.1903511,-0.3234263,-0.031773146,0.0031513697,0.11301742
0.5654925,0.30917278,-0.4737096,0.26324674,0.8797369,-0.04743805,0.6593657,0.24251364,0.10687732,0.039125957,0.04479201
0.47550365,0.20642751,0.22155955,-0.04203728,-0.036005113,0.375266,0.729169,-0.038955644,0.04829219,0.009445135,0.37923896
